0.0100	2.37E-05	1.04E-22
0.0160	5.91E-03	2.95E-07
0.0220	1.03E-02	5.37E-07
0.0280	3.05E-02	1.49E-05
0.0340	7.80E-02	3.00E-04
0.0400	1.31E-01	1.63E-03
0.0459	1.90E-01	5.65E-03
0.0519	2.53E-01	1.53E-02
0.0579	3.00E-01	2.83E-02
0.0639	3.44E-01	4.56E-02
0.0699	3.82E-01	6.27E-02
0.0759	2.39E-01	6.71E-04
0.0819	2.30E-01	3.03E-04
0.0879	2.19E-01	1.48E-04
0.0939	2.21E-01	1.27E-04
0.0999	1.95E-01	8.13E-05
0.1058	1.49E-01	3.90E-05
0.1118	1.25E-01	2.38E-05
0.1178	1.04E-01	1.44E-05
0.1238	9.78E-02	1.13E-05
0.1298	1.00E-01	1.50E-05
0.1358	1.11E-01	2.46E-05
0.1418	1.22E-01	3.87E-05
0.1478	1.27E-01	5.25E-05
0.1538	1.34E-01	7.55E-05
0.1598	1.43E-01	1.10E-04
0.1657	1.45E-01	1.42E-04
0.1717	1.57E-01	2.06E-04
0.1777	1.80E-01	3.39E-04
0.1837	1.97E-01	5.52E-04
0.1897	2.14E-01	8.86E-04
0.1957	2.31E-01	1.36E-03
0.2017	2.47E-01	2.02E-03
0.2077	2.63E-01	2.89E-03
0.2137	2.78E-01	3.99E-03
0.2197	2.93E-01	5.38E-03
0.2256	3.08E-01	7.05E-03
0.2316	3.23E-01	8.89E-03
0.2376	3.36E-01	1.10E-02
0.2436	3.50E-01	1.35E-02
0.2496	3.63E-01	1.62E-02
0.2556	3.76E-01	1.93E-02
0.2616	3.88E-01	2.28E-02
0.2676	4.01E-01	2.67E-02
0.2736	4.14E-01	3.16E-02
0.2796	4.26E-01	3.72E-02
0.2855	4.39E-01	4.32E-02
0.2915	4.50E-01	4.97E-02
0.2975	4.61E-01	5.67E-02
0.3035	4.72E-01	6.40E-02
0.3095	4.83E-01	7.19E-02
0.3155	4.93E-01	8.00E-02
0.3215	5.03E-01	8.85E-02
0.3275	5.12E-01	9.74E-02
0.3335	5.21E-01	1.06E-01
0.3395	5.29E-01	1.16E-01
0.3454	5.37E-01	1.25E-01
0.3514	5.45E-01	1.35E-01
0.3574	5.53E-01	1.45E-01
0.3634	5.60E-01	1.54E-01
0.3694	5.67E-01	1.63E-01
0.3754	5.73E-01	1.73E-01
0.3814	5.80E-01	1.83E-01
0.3874	5.86E-01	1.92E-01
0.3934	5.92E-01	2.02E-01
0.3994	5.98E-01	2.11E-01
0.4053	6.04E-01	2.21E-01
0.4113	5.16E-01	1.36E-01
0.4173	5.23E-01	1.44E-01
0.4233	5.30E-01	1.52E-01
0.4293	5.37E-01	1.60E-01
0.4353	5.43E-01	1.68E-01
0.4413	5.49E-01	1.76E-01
0.4473	5.56E-01	1.85E-01
0.4533	5.61E-01	1.94E-01
0.4593	5.67E-01	2.02E-01
0.4652	5.73E-01	2.11E-01
0.4712	5.78E-01	2.19E-01
0.4772	5.83E-01	2.28E-01
0.4832	5.88E-01	2.36E-01
0.4892	5.93E-01	2.44E-01
0.4952	5.98E-01	2.53E-01
0.5012	6.03E-01	2.61E-01
0.5072	6.07E-01	2.69E-01
0.5132	6.11E-01	2.77E-01
0.5192	6.16E-01	2.86E-01
0.5251	6.20E-01	2.94E-01
0.5311	6.23E-01	3.01E-01
0.5371	6.27E-01	3.09E-01
0.5431	6.28E-01	3.10E-01
0.5491	6.30E-01	3.13E-01
0.5551	6.33E-01	3.20E-01
0.5611	6.37E-01	3.28E-01
0.5671	6.40E-01	3.35E-01
0.5731	6.43E-01	3.43E-01
0.5791	6.47E-01	3.50E-01
0.5850	6.50E-01	3.58E-01
0.5910	6.53E-01	3.65E-01
0.5970	6.56E-01	3.72E-01
0.6030	6.59E-01	3.79E-01
0.6090	6.62E-01	3.86E-01
0.6150	6.65E-01	3.93E-01
0.6210	6.67E-01	4.00E-01
0.6270	6.70E-01	4.06E-01
0.6330	6.72E-01	4.13E-01
0.6390	6.75E-01	4.19E-01
0.6449	6.77E-01	4.25E-01
0.6509	6.79E-01	4.32E-01
0.6569	6.82E-01	4.38E-01
0.6629	6.84E-01	4.44E-01
0.6689	6.86E-01	4.50E-01
0.6749	6.88E-01	4.55E-01
0.6809	6.90E-01	4.61E-01
0.6869	6.92E-01	4.66E-01
0.6929	6.94E-01	4.71E-01
0.6989	6.95E-01	4.76E-01
0.7048	6.97E-01	4.81E-01
0.7108	6.99E-01	4.86E-01
0.7168	7.00E-01	4.91E-01
0.7228	7.02E-01	4.96E-01
0.7288	7.04E-01	5.00E-01
0.7348	7.05E-01	5.05E-01
0.7408	7.07E-01	5.09E-01
0.7468	7.08E-01	5.14E-01
0.7528	7.09E-01	5.18E-01
0.7588	7.11E-01	5.22E-01
0.7647	7.12E-01	5.26E-01
0.7707	7.13E-01	5.30E-01
0.7767	7.15E-01	5.34E-01
0.7827	7.16E-01	5.38E-01
0.7887	7.17E-01	5.42E-01
0.7947	7.18E-01	5.46E-01
0.8007	7.20E-01	5.50E-01
0.8067	7.21E-01	5.54E-01
0.8127	7.22E-01	5.57E-01
0.8187	7.23E-01	5.61E-01
0.8246	7.24E-01	5.64E-01
0.8306	7.25E-01	5.68E-01
0.8366	7.26E-01	5.71E-01
0.8426	7.27E-01	5.74E-01
0.8486	7.28E-01	5.77E-01
0.8546	7.29E-01	5.81E-01
0.8606	7.30E-01	5.84E-01
0.8666	7.31E-01	5.87E-01
0.8726	7.32E-01	5.90E-01
0.8786	7.32E-01	5.92E-01
0.8845	7.33E-01	5.95E-01
0.8905	7.34E-01	5.98E-01
0.8965	7.35E-01	6.01E-01
0.9025	7.36E-01	6.03E-01
0.9085	7.37E-01	6.06E-01
0.9145	7.37E-01	6.09E-01
0.9205	7.38E-01	6.11E-01
0.9265	7.39E-01	6.14E-01
0.9325	7.40E-01	6.16E-01
0.9385	7.40E-01	6.19E-01
0.9444	7.41E-01	6.21E-01
0.9504	7.42E-01	6.23E-01
0.9564	7.42E-01	6.26E-01
0.9624	7.43E-01	6.28E-01
0.9684	7.44E-01	6.30E-01
0.9744	7.44E-01	6.32E-01
0.9804	7.45E-01	6.34E-01
0.9864	7.46E-01	6.36E-01
0.9924	7.46E-01	6.38E-01
0.9984	7.47E-01	6.41E-01
1.0043	7.48E-01	6.42E-01
1.0103	7.48E-01	6.44E-01
1.0163	7.49E-01	6.46E-01
1.0223	7.50E-01	6.48E-01
1.0283	7.50E-01	6.50E-01
1.0343	7.51E-01	6.52E-01
1.0403	7.51E-01	6.54E-01
1.0463	7.52E-01	6.55E-01
1.0523	7.53E-01	6.57E-01
1.0583	7.53E-01	6.59E-01
1.0642	7.54E-01	6.61E-01
1.0702	7.54E-01	6.62E-01
1.0762	7.55E-01	6.64E-01
1.0822	7.56E-01	6.66E-01
1.0882	7.56E-01	6.67E-01
1.0942	7.57E-01	6.69E-01
1.1002	7.57E-01	6.71E-01
1.1062	7.58E-01	6.72E-01
1.1122	7.59E-01	6.74E-01
1.1182	7.59E-01	6.75E-01
1.1241	7.60E-01	6.77E-01
1.1301	7.60E-01	6.78E-01
1.1361	7.61E-01	6.80E-01
1.1421	7.62E-01	6.81E-01
1.1481	7.62E-01	6.83E-01
1.1541	7.63E-01	6.84E-01
1.1601	7.63E-01	6.86E-01
1.1661	7.64E-01	6.87E-01
1.1721	7.65E-01	6.88E-01
1.1781	7.65E-01	6.90E-01
1.1840	7.66E-01	6.91E-01
1.1900	7.66E-01	6.92E-01
1.1960	7.67E-01	6.94E-01
1.2020	7.68E-01	6.95E-01
1.2080	7.68E-01	6.96E-01
1.2140	7.69E-01	6.98E-01
1.2200	7.70E-01	6.99E-01
1.2260	7.70E-01	7.00E-01
1.2320	7.71E-01	7.02E-01
1.2380	7.72E-01	7.03E-01
1.2439	7.72E-01	7.04E-01
1.2499	7.73E-01	7.06E-01
1.2559	7.73E-01	7.07E-01
1.2619	7.74E-01	7.08E-01
1.2679	7.75E-01	7.09E-01
1.2739	7.76E-01	7.11E-01
1.2799	7.76E-01	7.12E-01
1.2859	7.77E-01	7.13E-01
1.2919	7.78E-01	7.14E-01
1.2979	7.78E-01	7.16E-01
1.3038	7.79E-01	7.17E-01
1.3098	7.80E-01	7.18E-01
1.3158	7.80E-01	7.19E-01
1.3218	7.81E-01	7.21E-01
1.3278	7.82E-01	7.22E-01
1.3338	7.83E-01	7.23E-01
1.3398	7.83E-01	7.24E-01
1.3458	7.84E-01	7.25E-01
1.3518	7.85E-01	7.27E-01
1.3578	7.86E-01	7.28E-01
1.3637	7.86E-01	7.29E-01
1.3697	7.87E-01	7.30E-01
1.3757	7.88E-01	7.32E-01
1.3817	7.89E-01	7.33E-01
1.3877	7.89E-01	7.34E-01
1.3937	7.90E-01	7.35E-01
1.3997	7.91E-01	7.36E-01
1.4057	7.92E-01	7.37E-01
1.4117	7.92E-01	7.39E-01
1.4177	7.93E-01	7.40E-01
1.4236	7.94E-01	7.41E-01
1.4296	7.95E-01	7.42E-01
1.4356	7.96E-01	7.43E-01
1.4416	7.96E-01	7.45E-01
1.4476	7.97E-01	7.46E-01
1.4536	7.98E-01	7.47E-01
1.4596	7.99E-01	7.48E-01
1.4656	8.00E-01	7.49E-01
1.4716	8.00E-01	7.50E-01
1.4776	8.01E-01	7.52E-01
1.4835	8.02E-01	7.53E-01
1.4895	8.03E-01	7.54E-01
1.4955	8.04E-01	7.55E-01
1.5015	8.05E-01	7.56E-01
1.5075	8.05E-01	7.57E-01
1.5135	8.06E-01	7.59E-01
1.5195	8.07E-01	7.60E-01
1.5255	8.08E-01	7.61E-01
1.5315	8.09E-01	7.62E-01
1.5375	8.10E-01	7.63E-01
1.5434	8.11E-01	7.65E-01
1.5494	8.11E-01	7.66E-01
1.5554	8.12E-01	7.67E-01
1.5614	7.87E-01	5.83E-01
1.5674	7.88E-01	5.85E-01
1.5734	7.89E-01	5.87E-01
1.5794	7.90E-01	5.89E-01
1.5854	7.91E-01	5.92E-01
1.5914	7.92E-01	5.94E-01
1.5974	7.93E-01	5.96E-01
1.6033	7.94E-01	5.98E-01
1.6093	7.95E-01	6.01E-01
1.6153	7.96E-01	6.03E-01
1.6213	7.98E-01	6.05E-01
1.6273	7.99E-01	6.07E-01
1.6333	8.00E-01	6.09E-01
1.6393	8.01E-01	6.12E-01
1.6453	8.02E-01	6.14E-01
1.6513	8.03E-01	6.16E-01
1.6573	8.04E-01	6.18E-01
1.6632	8.05E-01	6.20E-01
1.6692	8.06E-01	6.22E-01
1.6752	8.07E-01	6.24E-01
1.6812	8.08E-01	6.26E-01
1.6872	8.09E-01	6.29E-01
1.6932	8.10E-01	6.31E-01
1.6992	8.11E-01	6.33E-01
1.7052	8.12E-01	6.35E-01
1.7112	8.13E-01	6.37E-01
1.7172	8.14E-01	6.39E-01
1.7231	8.15E-01	6.41E-01
1.7291	8.16E-01	6.43E-01
1.7351	8.17E-01	6.45E-01
1.7411	8.18E-01	6.47E-01
1.7471	8.19E-01	6.49E-01
1.7531	8.20E-01	6.51E-01
1.7591	8.21E-01	6.53E-01
1.7651	8.22E-01	6.55E-01
1.7711	8.23E-01	6.57E-01
1.7771	8.24E-01	6.59E-01
1.7830	8.25E-01	6.61E-01
1.7890	8.26E-01	6.63E-01
1.7950	8.27E-01	6.65E-01
1.8010	8.28E-01	6.67E-01
1.8070	8.29E-01	6.69E-01
